timestamp,timestamp_unix,d_5-4,dt_5-4,d_5-6,dt_5-6,d_6-0,dt_6-0,d_6-3,dt_6-3
2023-04-10 04:39:12.673211,1681101552,167,153,124,107,40,32,0,0
2023-04-10 05:09:12.673211,1681103352,167,166,124,111,40,36,0,0
2023-04-10 05:39:12.673211,1681105152,167,192,124,119,40,37,0,0
2023-04-10 06:09:12.673211,1681106952,167,201,124,130,40,40,0,0
2023-04-10 06:39:12.673211,1681108752,167,206,124,132,40,39,0,0
2023-04-10 07:09:12.673211,1681110552,167,186,124,118,40,41,0,0
2023-04-10 07:39:12.673211,1681112352,167,188,124,130,40,44,0,0
2023-04-10 08:09:12.673211,1681114152,167,188,124,128,40,45,0,0
2023-04-10 08:39:12.673211,1681115952,167,174,124,122,40,47,0,0
2023-04-10 09:09:12.673211,1681117752,167,156,124,128,40,53,0,0
2023-04-10 09:39:12.673211,1681119552,167,177,124,135,40,50,0,0
2023-04-10 10:09:12.673211,1681121352,167,177,124,139,40,46,0,0
2023-04-10 10:39:12.673211,1681123152,167,174,124,134,40,48,0,0
2023-04-10 11:09:12.673211,1681124952,167,172,124,129,40,51,0,0
2023-04-10 11:39:12.673211,1681126752,167,167,124,124,40,47,0,0
2023-04-10 12:09:12.673211,1681128552,167,179,124,119,40,43,0,0
2023-04-10 12:39:12.673211,1681130352,167,189,124,119,40,42,0,0
2023-04-10 13:09:12.673211,1681132152,167,186,124,123,40,40,0,0
2023-04-10 13:39:12.673211,1681133952,167,193,124,136,40,43,0,0
2023-04-10 14:09:12.673211,1681135752,167,204,124,141,40,48,0,0
2023-04-10 14:39:12.673211,1681137552,167,188,124,143,40,43,0,0
2023-04-10 15:09:12.673211,1681139352,167,185,124,146,40,43,0,0
2023-04-10 15:39:12.673211,1681141152,167,180,124,147,40,43,0,0
2023-04-10 16:09:12.673211,1681142952,167,179,124,138,40,43,0,0
2023-04-10 16:39:12.673211,1681144752,167,168,124,138,40,41,0,0
2023-04-10 17:09:12.673211,1681146552,167,175,124,129,40,43,0,0
2023-04-10 17:39:12.673211,1681148352,167,172,124,124,40,45,0,0
2023-04-10 18:09:12.673211,1681150152,167,168,124,123,40,45,0,0
2023-04-10 18:39:12.673211,1681151952,167,166,124,122,40,45,0,0
2023-04-10 19:09:12.673211,1681153752,167,176,124,118,40,39,0,0
2023-04-10 19:39:12.673211,1681155552,167,173,124,118,40,37,0,0
2023-04-10 20:09:12.673211,1681157352,167,166,124,111,40,33,0,0
2023-04-10 20:39:12.673211,1681159152,167,141,124,105,40,32,0,0
2023-04-10 21:09:12.673211,1681160952,167,133,124,103,40,36,0,0
2023-04-10 21:39:12.673211,1681162752,167,150,124,103,40,30,0,0
2023-04-10 22:09:12.673211,1681164552,167,146,124,105,40,30,0,0
2023-04-10 22:39:12.673211,1681166352,167,140,124,99,40,28,0,0
2023-04-10 23:09:12.673211,1681168152,167,142,124,97,40,46,0,0
2023-04-10 23:39:12.673211,1681169952,167,150,124,99,40,49,0,0
2023-04-11 00:09:12.673211,1681171752,167,180,124,95,40,30,0,0
2023-04-11 00:39:12.673211,1681173552,167,143,124,88,40,29,0,0
2023-04-11 01:09:12.673211,1681175352,167,124,124,90,40,34,0,0
2023-04-11 01:39:12.673211,1681177152,167,136,124,93,40,35,0,0
2023-04-11 02:09:12.673211,1681178952,167,137,124,98,40,25,0,0
2023-04-11 02:39:12.673211,1681180752,167,138,124,96,40,33,0,0
2023-04-11 03:09:12.673211,1681182552,167,176,124,94,40,35,0,0
2023-04-11 03:39:12.673211,1681184352,167,110,124,90,40,34,0,0
2023-04-11 04:09:12.673211,1681186152,167,196,124,97,40,31,0,0
2023-04-11 04:39:12.673211,1681187952,167,173,124,104,40,37,0,0
2023-04-11 05:09:12.673211,1681189752,167,168,124,109,40,37,0,0
2023-04-11 05:39:12.673211,1681191552,167,172,124,126,40,41,0,0
2023-04-11 06:09:12.673211,1681193352,167,191,124,139,40,42,0,0
2023-04-11 06:39:12.673211,1681195152,167,205,124,138,40,42,0,0
2023-04-11 07:09:12.673211,1681196952,167,186,124,131,40,40,0,0
2023-04-11 07:39:12.673211,1681198752,167,183,124,133,40,46,0,0
2023-04-11 08:09:12.673211,1681200552,167,182,124,126,40,47,0,0
2023-04-11 08:39:12.673211,1681202352,167,190,124,126,40,45,0,0
2023-04-11 09:09:12.673211,1681204152,167,170,124,130,40,53,0,0
2023-04-11 09:39:12.673211,1681205952,167,159,124,128,40,53,0,0
2023-04-11 10:09:12.673211,1681207752,167,159,124,139,40,47,0,0
2023-04-11 10:39:12.673211,1681209552,167,182,124,134,40,43,0,0
2023-04-11 11:09:12.673211,1681211352,167,161,124,126,40,41,0,0
2023-04-11 11:39:12.673211,1681213152,167,165,124,128,40,45,0,0
2023-04-11 12:09:12.673211,1681214952,167,172,124,126,40,43,0,0
2023-04-11 12:39:12.673211,1681216752,167,173,124,121,40,39,0,0
2023-04-11 13:09:12.673211,1681218552,167,169,124,134,40,40,0,0
2023-04-11 13:39:12.673211,1681220352,167,179,124,131,40,44,0,0
2023-04-11 14:09:12.673211,1681222152,167,202,124,139,40,41,0,0
2023-04-11 14:39:12.673211,1681223952,167,191,124,144,40,38,0,0
2023-04-11 15:09:12.673211,1681225752,167,207,124,142,40,39,0,0
2023-04-11 15:39:12.673211,1681227552,167,185,124,138,40,43,0,0
2023-04-11 16:09:12.673211,1681229352,167,176,124,148,40,45,0,0
2023-04-11 16:39:12.673211,1681231152,167,178,124,139,40,39,0,0
2023-04-11 17:09:12.673211,1681232952,167,174,124,135,40,40,0,0
2023-04-11 17:39:12.673211,1681234752,167,180,124,126,40,39,0,0
2023-04-11 18:09:12.673211,1681236552,167,168,124,119,40,38,0,0
2023-04-11 18:39:12.673211,1681238352,167,168,124,122,40,40,0,0
2023-04-11 19:09:12.673211,1681240152,167,158,124,121,40,38,0,0
2023-04-11 19:39:12.673211,1681241952,167,162,124,111,40,34,0,0
2023-04-11 20:09:12.673211,1681243752,167,144,124,108,40,32,0,0
2023-04-11 20:39:12.673211,1681245552,167,145,124,107,40,31,0,0
2023-04-11 21:09:12.673211,1681247352,167,161,124,106,40,30,0,0
2023-04-11 21:39:12.673211,1681249152,167,142,124,100,40,33,0,0
2023-04-11 22:09:12.673211,1681250952,167,142,124,102,40,30,0,0
2023-04-11 22:39:12.673211,1681252752,167,143,124,105,40,28,0,0
