timestamp,timestamp_unix,d_6-3,dt_6-3,d_6-5,dt_6-5
2023-04-14 13:40:46.411448,1681479646,198,220,119,174
2023-04-14 14:10:46.411448,1681481446,198,225,119,180
2023-04-14 14:40:46.411448,1681483246,198,225,119,183
2023-04-14 15:10:46.411448,1681485046,198,215,119,187
2023-04-14 15:40:46.411448,1681486846,198,232,119,180
2023-04-14 16:10:46.411448,1681488646,198,220,119,171
2023-04-14 16:40:46.411448,1681490446,198,222,119,161
2023-04-14 17:10:46.411448,1681492246,198,217,119,144
2023-04-14 17:40:46.411448,1681494046,198,188,119,138
2023-04-14 18:10:46.411448,1681495846,198,186,119,119
2023-04-14 18:40:46.411448,1681497646,198,179,119,114
2023-04-14 19:10:46.411448,1681499446,198,162,119,112
2023-04-14 19:40:46.411448,1681501246,198,166,119,114
2023-04-14 20:10:46.411448,1681503046,198,166,119,115
2023-04-14 20:40:46.411448,1681504846,198,168,119,108
2023-04-14 21:10:46.411448,1681506646,198,155,119,105
2023-04-14 21:40:46.411448,1681508446,198,149,119,100
2023-04-14 22:10:46.411448,1681510246,198,160,119,96
2023-04-14 22:40:46.411448,1681512046,198,142,119,96
2023-04-14 23:10:46.411448,1681513846,198,134,119,99
2023-04-14 23:40:46.411448,1681515646,198,143,119,98
2023-04-15 00:10:46.411448,1681517446,198,139,119,95
2023-04-15 00:40:46.411448,1681519246,198,134,119,96
2023-04-15 01:10:46.411448,1681521046,198,133,119,97
2023-04-15 01:40:46.411448,1681522846,198,128,119,100
2023-04-15 02:10:46.411448,1681524646,198,128,119,97
2023-04-15 02:40:46.411448,1681526446,198,131,119,97
2023-04-15 03:10:46.411448,1681528246,198,135,119,108
2023-04-15 03:40:46.411448,1681530046,198,136,119,101
2023-04-15 04:10:46.411448,1681531846,198,141,119,90
2023-04-15 04:40:46.411448,1681533646,198,150,119,90
2023-04-15 05:10:46.411448,1681535446,198,137,119,89
2023-04-15 05:40:46.411448,1681537246,198,137,119,90
2023-04-15 06:10:46.411448,1681539046,198,163,119,93
2023-04-15 06:40:46.411448,1681540846,198,158,119,94
